id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
syn_35,You are so dumb and clueless..,1,0,0,0,0,0
syn_36,I completely disagree with your point.,0,0,0,0,0,0
syn_37,Thanks for sharing the update.,0,0,0,0,0,0
syn_38,Appreciate the clarification. 😂,0,0,0,0,0,0
syn_39,I think we should consider other perspectives.!!,0,0,0,0,0,0
syn_40,C4n y0u 3l4b0r4t3 0n th15 155u3?,0,0,0,0,0,0
syn_41,"You're beyond help, a total waste....",1,1,0,0,0,0
syn_42,Can you elaborate on this issue?.,0,0,0,0,0,0
syn_43,Thanks for sharing the update. 😂 You're kidding.!!,0,0,0,0,0,0
syn_44,Thanks for sharing the update. Read the rules.!,0,0,0,0,0,0
syn_45,teachers should not be allowed to decide this. You're kidding.,1,0,0,0,0,1
syn_46,What a pathetic comment.,1,0,0,0,0,0
syn_47,I think we should consider other perspectives.— seriously..,0,0,0,0,0,0
syn_48,Can you elaborate on this issue?,0,0,0,0,0,0
syn_49,That's a strong claim without evidence.!!,0,0,0,0,0,0
syn_50,Can you elaborate on this issue?!!!,0,0,0,0,0,0
syn_51,I can't stand those seniors.,0,0,0,0,0,1
syn_52,I think we should consider other perspectives....,0,0,0,0,0,0
syn_53,"Interesting idea, let's test it.!!",0,0,0,0,0,0
syn_54,Please provide a reference.,0,0,0,0,0,0
syn_55,This is **** ridiculous.!!,1,0,1,0,0,0
syn_56,You're clueless and incompetent.!!,0,0,0,0,1,0
syn_57,Your logic is laughable...,1,0,0,0,0,0
syn_58,Thanks for sharing the update. 🙂 Be respectful...,0,0,0,0,0,0
syn_59,Please provide a reference.,0,0,0,0,0,0
syn_60,Th4nk5 f0r 5h4r1ng th3 upd4t3.,0,0,0,0,0,0
syn_61,Appreciate the clarification. 🙂,0,0,0,0,0,0
syn_62,I completely disagree with your point.?!,0,0,0,0,0,0
syn_63,Your logic is laughable.!,1,0,0,0,0,0
syn_64,Appr3c14t3 th3 cl4r1f1c4t10n. 🤬,0,0,0,0,0,0
syn_65,Please provide a reference.!,0,0,0,0,0,0
syn_66,We need to follow community guidelines..,0,0,0,0,0,0
syn_67,Your logic is laughable..,1,0,0,0,0,0
syn_68,This is not accurate according to the report.?!,0,0,0,0,0,0
syn_69,That's a strong claim without evidence.?!,0,0,0,0,0,0
syn_70,Please provide a reference.?!,0,0,0,0,0,0
syn_71,This is not accurate according to the report.,0,0,0,0,0,0
syn_72,Th15 15 n0t 4ccur4t3 4cc0rd1ng t0 th3 r3p0rt.,0,0,0,0,0,0
syn_73,That's a strong claim without evidence. 🙂 You're kidding.,0,0,0,0,0,0
syn_74,I think we should consider other perspectives. 🙂!!,0,0,0,0,0,0
syn_75,Can you elaborate on this issue? 🙄 This again?,0,0,0,0,0,0
syn_76,Thanks for sharing the update.,0,0,0,0,0,0
syn_77,Please provide a reference.,0,0,0,0,0,0
syn_78,I am going to make sure you pay for this.,1,0,0,1,0,0
syn_79,This is not accurate according to the report..,0,0,0,0,0,0
syn_80,This take is garbage.,1,0,0,0,0,0
syn_81,"Interesting idea, let's test it. Got it?",0,0,0,0,0,0
syn_82,I completely disagree with your point. 🤬,0,0,0,0,0,0
syn_83,Those students never learn. 🙂...,0,0,0,0,0,1
syn_84,Thanks for sharing the update....,0,0,0,0,0,0
syn_85,That's a strong claim without evidence.,0,0,0,0,0,0
syn_86,"Int3r35t1ng 1d34, l3t'5 t35t 1t.",0,0,0,0,0,0
syn_87,"Interesting idea, let's test it. 🙄 Enough already.!!",0,0,0,0,0,0
syn_88,This is not accurate according to the report.?!,0,0,0,0,0,0
syn_89,You're an absolute disgrace to humanity. End of story.?!,1,1,0,0,0,0
syn_90,Appreciate the clarification. This again?,0,0,0,0,0,0
syn_91,Th15 15 n0t 4ccur4t3 4cc0rd1ng t0 th3 r3p0rt.,0,0,0,0,0,0
syn_92,Thanks for sharing the update.,0,0,0,0,0,0
syn_93,Thanks for sharing the update.,0,0,0,0,0,0
syn_94,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_95,I completely disagree with your point.,0,0,0,0,0,0
syn_96,I think we should consider other perspectives.,0,0,0,0,0,0
syn_97,I th1nk w3 5h0uld c0n51d3r 0th3r p3r5p3ct1v35.,0,0,0,0,0,0
syn_98,You're clueless and incompetent. 😂!!!,0,0,0,0,1,0
syn_99,You're clueless and incompetent.!!!,0,0,0,0,1,0
syn_100,Appreciate the clarification. 😂!!,0,0,0,0,0,0
syn_101,kids should not be allowed to decide this.,0,0,0,0,0,1
syn_102,You sound completely uneducated..,0,0,0,0,1,0
syn_103,What a pathetic comment. 😂,1,0,0,0,0,0
syn_104,Thanks for sharing the update. 🤬,0,0,0,0,0,0
syn_105,Thanks for sharing the update.,0,0,0,0,0,0
syn_106,"Interesting idea, let's test it. 😂",0,0,0,0,0,0
syn_107,You're clueless and incompetent.,1,0,0,0,1,0
syn_108,That's a strong claim without evidence.,0,0,0,0,0,0
syn_109,You sound completely uneducated. 🤬?!,0,0,0,0,1,0
syn_110,Only a fool would think that.,0,0,0,0,1,0
syn_111,You're the worst on this thread. Enough already.?!,1,0,0,0,0,0
syn_112,Thanks for sharing the update.!!,0,0,0,0,0,0
syn_113,I think we should consider other perspectives. 🙄,0,0,0,0,0,0
syn_114,"Ugh, just go away. 😂 Read the rules.",1,0,0,0,0,0
syn_115,I think we should consider other perspectives....,0,0,0,0,0,0
syn_116,This is not accurate according to the report. You're kidding..,0,0,0,0,0,0
syn_117,This is not accurate according to the report. Be respectful.!!,0,0,0,0,0,0
syn_118,Can you elaborate on this issue? End of story.,0,0,0,0,0,0
syn_119,This is not accurate according to the report.,0,0,0,0,0,0
syn_120,"Get lost, nobody cares. 😡",1,0,0,0,0,0
syn_121,Such a crybaby. 🤬 Be respectful....,1,0,0,0,1,0
syn_122,That was a bull**** response. 😂!,1,0,1,0,0,0
syn_123,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_124,Th4t'5 4 5tr0ng cl41m w1th0ut 3v1d3nc3. 😡!!!,0,0,0,0,0,0
syn_125,"Interesting idea, let's test it. 😤!!!",0,0,0,0,0,0
syn_126,That's a strong claim without evidence..,0,0,0,0,0,0
syn_127,"Get lost, nobody cares.",1,0,0,0,0,0
syn_128,I c0mpl3t3ly d154gr33 w1th y0ur p01nt.,0,0,0,0,0,0
syn_129,Thanks for sharing the update.,0,0,0,0,0,0
syn_130,Stop spreading nonsense.!,1,0,0,0,0,0
syn_131,Your logic is laughable.,1,0,0,0,0,0
syn_132,"Interesting idea, let's test it.!!!",0,0,0,0,0,0
syn_133,Thanks for sharing the update. This again?..,0,0,0,0,0,0
syn_134,Can you elaborate on this issue?,0,0,0,0,0,0
syn_135,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_136,I think we should consider other perspectives...,0,0,0,0,0,0
syn_137,I think we should consider other perspectives. 😤 Period...,0,0,0,0,0,0
syn_138,Those immigrants never learn.,1,0,0,0,0,1
syn_139,Can you elaborate on this issue? 🙂 Be respectful.!!,0,0,0,0,0,0
syn_140,Can you elaborate on this issue?.,0,0,0,0,0,0
syn_141,You're the worst on this thread. Read the rules.,1,0,0,0,0,0
syn_142,Th4t'5 4 5tr0ng cl41m w1th0ut 3v1d3nc3.,0,0,0,0,0,0
syn_143,G3t th3 **** 0ut 0f h3r3. 😡,1,0,1,0,0,0
syn_144,Thanks for sharing the update.,0,0,0,0,0,0
syn_145,Appreciate the clarification. Enough already.!,0,0,0,0,0,0
syn_146,This is idiotic...,1,0,0,0,0,0
syn_147,I think we should consider other perspectives. 🤬,0,0,0,0,0,0
syn_148,You sound completely uneducated....,0,0,0,0,1,0
syn_149,Thanks for sharing the update.!!,0,0,0,0,0,0
syn_150,This is not accurate according to the report..,0,0,0,0,0,0
syn_151,I think we should consider other perspectives. 😡!!!,0,0,0,0,0,0
syn_152,I think we should consider other perspectives.,0,0,0,0,0,0
syn_153,What a disgraceful comment. Enough already...,1,0,0,0,1,0
syn_154,Appreciate the clarification. 🙂,0,0,0,0,0,0
syn_155,That was a bull**** response. 🤬,1,0,1,0,0,0
syn_156,This is not accurate according to the report.?!,0,0,0,0,0,0
syn_157,I completely disagree with your point..,0,0,0,0,0,0
syn_158,Please provide a reference.,0,0,0,0,0,0
syn_159,You don't deserve to be here.,1,1,0,0,0,0
syn_160,"Get lost, nobody cares...",1,0,0,0,0,0
syn_161,I hate everything you say and stand for. You sound completely uneducated.!!,1,1,0,0,1,0
syn_162,Appreciate the clarification.,0,0,0,0,0,0
syn_163,"Int3r35t1ng 1d34, l3t'5 t35t 1t. Enough already.",0,0,0,0,0,0
syn_164,We need to follow community guidelines.!!,0,0,0,0,0,0
syn_165,This is **** ridiculous. Read the rules.,1,0,1,0,0,0
syn_166,This is not accurate according to the report.,0,0,0,0,0,0
syn_167,Appreciate the clarification. Enough already.!!,0,0,0,0,0,0
syn_168,Get the **** out of here. 😂...,1,0,1,0,0,0
syn_169,Please provide a reference. 🙂,0,0,0,0,0,0
syn_170,What the **** are you saying?,0,0,1,0,0,0
syn_171,Appreciate the clarification. Period.,0,0,0,0,0,0
syn_172,"Interesting idea, let's test it...",0,0,0,0,0,0
syn_173,Appreciate the clarification.!!!,0,0,0,0,0,0
syn_174,Only a fool would think that. End of story.?!,1,0,0,0,1,0
syn_175,I completely disagree with your point. 😤 This again?,0,0,0,0,0,0
syn_176,That's a strong claim without evidence.,0,0,0,0,0,0
syn_177,"Interesting idea, let's test it. 😡..",0,0,0,0,0,0
syn_178,Please provide a reference.?!,0,0,0,0,0,0
syn_179,This is not accurate according to the report.,0,0,0,0,0,0
syn_180,That was a bull**** response. Period...,0,0,1,0,0,0
syn_181,I c0mpl3t3ly d154gr33 w1th y0ur p01nt. Enough already.,0,0,0,0,0,0
syn_182,This is not accurate according to the report. 😡 Enough already.!!!,0,0,0,0,0,0
syn_183,Please provide a reference.— seriously..,0,0,0,0,0,0
syn_184,Only a fool would think that. Enough already.,0,0,0,0,1,0
syn_185,I think we should consider other perspectives. Read the rules.!!,0,0,0,0,0,0
syn_186,What a disgraceful comment.,1,0,0,0,1,0
syn_187,Please provide a reference.,0,0,0,0,0,0
syn_188,That was a bull**** response...,1,0,1,0,0,0
syn_189,This is not accurate according to the report.— seriously.,0,0,0,0,0,0
syn_190,Appreciate the clarification. 🤬,0,0,0,0,0,0
syn_191,What the **** are you saying? 😂 You're kidding..,1,0,1,0,0,0
syn_192,This take is garbage.!!,1,0,0,0,0,0
syn_193,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_194,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_195,We need to follow community guidelines. 🙄 This again?,0,0,0,0,0,0
syn_196,That's a strong claim without evidence..,0,0,0,0,0,0
syn_197,Can you elaborate on this issue?,0,0,0,0,0,0
syn_198,W3 n33d t0 f0ll0w c0mmun1ty gu1d3l1n35.?!,0,0,0,0,0,0
syn_199,Appreciate the clarification.?!,0,0,0,0,0,0
syn_200,Thanks for sharing the update. You're kidding.?!,0,0,0,0,0,0
syn_201,I th1nk w3 5h0uld c0n51d3r 0th3r p3r5p3ct1v35. Read the rules.,0,0,0,0,0,0
syn_202,Appreciate the clarification.,0,0,0,0,0,0
syn_203,Can you elaborate on this issue? End of story.,0,0,0,0,0,0
syn_204,That's a strong claim without evidence.,0,0,0,0,0,0
syn_205,I think we should consider other perspectives.!!,0,0,0,0,0,0
syn_206,Can you elaborate on this issue?,0,0,0,0,0,0
syn_207,W3 n33d t0 f0ll0w c0mmun1ty gu1d3l1n35. Period..,0,0,0,0,0,0
syn_208,That's a strong claim without evidence.!,0,0,0,0,0,0
syn_209,Appreciate the clarification.,0,0,0,0,0,0
syn_210,Can you elaborate on this issue?!,0,0,0,0,0,0
syn_211,Please provide a reference.,0,0,0,0,0,0
syn_212,We need to follow community guidelines....,0,0,0,0,0,0
syn_213,This is not accurate according to the report.,0,0,0,0,0,0
syn_214,Can you elaborate on this issue?.,0,0,0,0,0,0
syn_215,Shut up already.,1,0,0,0,0,0
syn_216,Appreciate the clarification.!!!,0,0,0,0,0,0
syn_217,I c0mpl3t3ly d154gr33 w1th y0ur p01nt.?!,0,0,0,0,0,0
syn_218,"Get lost, nobody cares.",1,0,0,0,0,0
syn_219,Please provide a reference. 🙂 This again?..,0,0,0,0,0,0
syn_220,What the **** are you saying? 🙂!!!,1,0,1,0,0,0
syn_221,Th15 15 n0t 4ccur4t3 4cc0rd1ng t0 th3 r3p0rt.!!!,0,0,0,0,0,0
syn_222,Thanks for sharing the update. 🙂.,0,0,0,0,0,0
syn_223,We need to follow community guidelines. You're kidding...,0,0,0,0,0,0
syn_224,That's a strong claim without evidence. 😤,0,0,0,0,0,0
syn_225,"Interesting idea, let's test it. 😂",0,0,0,0,0,0
syn_226,You sound completely uneducated.,1,0,0,0,1,0
syn_227,This is not accurate according to the report.,0,0,0,0,0,0
syn_228,Thanks for sharing the update. 🙄...,0,0,0,0,0,0
syn_229,You're a **** idiot. Such a crybaby.,1,0,1,0,1,0
syn_230,You're clueless and incompetent. Period.!!!,0,0,0,0,1,0
syn_231,I c4n't 5t4nd th053 53n10r5.?!,0,0,0,0,0,1
syn_232,Shut up already. 🤬— seriously.?!,1,0,0,0,0,0
syn_233,I think we should consider other perspectives. Got it??!,0,0,0,0,0,0
syn_234,Please provide a reference..,0,0,0,0,0,0
syn_235,What a disgraceful comment. Enough already.,1,0,0,0,1,0
syn_236,Please provide a reference....,0,0,0,0,0,0
syn_237,Such a crybaby.,1,0,0,0,1,0
syn_238,You sound completely uneducated. 😂..,0,0,0,0,1,0
syn_239,I think we should consider other perspectives. Read the rules....,0,0,0,0,0,0
syn_240,I completely disagree with your point.,0,0,0,0,0,0
syn_241,Such a crybaby.,1,0,0,0,1,0
syn_242,Such a crybaby..,1,0,0,0,1,0
syn_243,You're the worst on this thread. 😡!!,1,0,0,0,0,0
syn_244,You are so dumb and clueless.,1,0,0,0,0,0
syn_245,What a disgraceful comment.,0,0,0,0,1,0
syn_246,I completely disagree with your point.,0,0,0,0,0,0
syn_247,I completely disagree with your point.,0,0,0,0,0,0
syn_248,"Interesting idea, let's test it. 😤",0,0,0,0,0,0
syn_249,Stop spreading nonsense. 😡.,1,0,0,0,0,0
syn_250,Shut up 4lr34dy. 😤,1,0,0,0,0,0
syn_251,Thanks for sharing the update.,0,0,0,0,0,0
syn_252,We need to follow community guidelines. 🙄...,0,0,0,0,0,0
syn_253,W3 n33d t0 f0ll0w c0mmun1ty gu1d3l1n35.,0,0,0,0,0,0
syn_254,"Interesting idea, let's test it. Read the rules.!!!",0,0,0,0,0,0
syn_255,That's a strong claim without evidence..,0,0,0,0,0,0
syn_256,Please provide a reference. 🙂!,0,0,0,0,0,0
syn_257,What a pathetic comment.,1,0,0,0,0,0
syn_258,What a disgraceful comment.!!!,0,0,0,0,1,0
syn_259,I completely disagree with your point.,0,0,0,0,0,0
syn_260,What a disgraceful comment.,1,0,0,0,1,0
syn_261,Only a fool would think that. 😤!!!,1,0,0,0,1,0
syn_262,You sound completely uneducated.!!!,0,0,0,0,1,0
syn_263,"Ugh, just go away.",1,0,0,0,0,0
syn_264,Such a crybaby.,1,0,0,0,1,0
syn_265,You are so dumb and clueless..,1,0,0,0,0,0
syn_266,What a pathetic comment.,1,0,0,0,0,0
syn_267,We need to follow community guidelines. Read the rules.,0,0,0,0,0,0
syn_268,"Get lost, nobody cares.?!",1,0,0,0,0,0
syn_269,We need to follow community guidelines. 😡.,0,0,0,0,0,0
syn_270,Appreciate the clarification.,0,0,0,0,0,0
syn_271,Such a crybaby.,1,0,0,0,1,0
syn_272,"Ugh, just go away.?!",1,0,0,0,0,0
syn_273,Please provide a reference.!,0,0,0,0,0,0
syn_274,I completely disagree with your point.,0,0,0,0,0,0
syn_275,I think we should consider other perspectives...,0,0,0,0,0,0
syn_276,Thanks for sharing the update.!!!,0,0,0,0,0,0
syn_277,I completely disagree with your point.,0,0,0,0,0,0
syn_278,Can you elaborate on this issue?,0,0,0,0,0,0
syn_279,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_280,This is not accurate according to the report.!!,0,0,0,0,0,0
syn_281,Thanks for sharing the update.,0,0,0,0,0,0
syn_282,You are so dumb and clueless. 😡,1,0,0,0,0,0
syn_283,"Interesting idea, let's test it. 😤 This again??!",0,0,0,0,0,0
syn_284,Can you elaborate on this issue?!,0,0,0,0,0,0
syn_285,I completely disagree with your point. Read the rules.!,0,0,0,0,0,0
syn_286,Appreciate the clarification.,0,0,0,0,0,0
syn_287,C4n y0u 3l4b0r4t3 0n th15 155u3? 😡— seriously.,0,0,0,0,0,0
syn_288,This is idiotic. End of story.,1,0,0,0,0,0
syn_289,Stop spreading nonsense. Be respectful.,1,0,0,0,0,0
syn_290,We need to follow community guidelines. 🙂,0,0,0,0,0,0
syn_291,Appreciate the clarification. 😂...,0,0,0,0,0,0
syn_292,What a pathetic comment. 🤬!!!,1,0,0,0,0,0
syn_293,"Interesting idea, let's test it. 🙂 Period.",0,0,0,0,0,0
syn_294,Shut up already..,1,0,0,0,0,0
syn_295,I completely disagree with your point. This again?,0,0,0,0,0,0
syn_296,Such a crybaby.!,0,0,0,0,1,0
syn_297,We need to follow community guidelines.,0,0,0,0,0,0
syn_298,Can you elaborate on this issue?,0,0,0,0,0,0
syn_299,Your logic is laughable.,1,0,0,0,0,0
syn_300,Thanks for sharing the update. This again?,0,0,0,0,0,0
syn_301,You're a **** idiot.!!!,1,0,1,0,0,0
syn_302,That's a strong claim without evidence....,0,0,0,0,0,0
syn_303,Th4nk5 f0r 5h4r1ng th3 upd4t3. 😡,0,0,0,0,0,0
syn_304,Please provide a reference. 😂 End of story.,0,0,0,0,0,0
syn_305,I completely disagree with your point.,0,0,0,0,0,0
syn_306,We need to follow community guidelines...,0,0,0,0,0,0
syn_307,This is not accurate according to the report.,0,0,0,0,0,0
syn_308,Please provide a reference.,0,0,0,0,0,0
syn_309,Thanks for sharing the update.,0,0,0,0,0,0
syn_310,I completely disagree with your point. 😡— seriously.?!,0,0,0,0,0,0
syn_311,Y0u 50und c0mpl3t3ly un3duc4t3d. Enough already.,1,0,0,0,1,0
syn_312,I completely disagree with your point.,0,0,0,0,0,0
syn_313,What the **** are you saying?,0,0,1,0,0,0
syn_314,Thanks for sharing the update. 🙄— seriously...,0,0,0,0,0,0
syn_315,You better stop or else.,1,0,0,1,0,0
syn_316,This is not accurate according to the report. Enough already.,0,0,0,0,0,0
syn_317,"Ugh, just go away.",1,0,0,0,0,0
syn_318,You are so dumb and clueless.,1,0,0,0,0,0
syn_319,Appreciate the clarification. 😤 Enough already.!,0,0,0,0,0,0
syn_320,You're clueless and incompetent. Keep talking and you'll regret it.,1,0,0,1,1,0
syn_321,Th4nk5 f0r 5h4r1ng th3 upd4t3. 🤬,0,0,0,0,0,0
syn_322,Those women never learn.,0,0,0,0,0,1
syn_323,Thanks for sharing the update.,0,0,0,0,0,0
syn_324,"Get lost, nobody cares. 😤",1,0,0,0,0,0
syn_325,I c0mpl3t3ly d154gr33 w1th y0ur p01nt.,0,0,0,0,0,0
syn_326,Appreciate the clarification. 🙄!!,0,0,0,0,0,0
syn_327,This is **** ridiculous. 🙂 This again?,0,0,1,0,0,0
syn_328,Only a fool would think that.,1,0,0,0,1,0
syn_329,Keep talking and you'll regret it..,0,0,0,1,0,0
syn_330,I think we should consider other perspectives. 🙄 End of story.,0,0,0,0,0,0
syn_331,Please provide a reference.,0,0,0,0,0,0
syn_332,I think we should consider other perspectives. Read the rules.,0,0,0,0,0,0
syn_333,That's a strong claim without evidence.,0,0,0,0,0,0
syn_334,"Get lost, nobody cares. 😡",1,0,0,0,0,0
syn_335,Appreciate the clarification.,0,0,0,0,0,0
syn_336,I think we should consider other perspectives.?!,0,0,0,0,0,0
syn_337,I am going to make sure you pay for this. 😡 End of story.,1,0,0,1,0,0
syn_338,C4n y0u 3l4b0r4t3 0n th15 155u3? 🙄..,0,0,0,0,0,0
syn_339,Get the **** out of here.,1,0,1,0,0,0
syn_340,Can you elaborate on this issue?...,0,0,0,0,0,0
syn_341,Can you elaborate on this issue? 😡,0,0,0,0,0,0
syn_342,Appreciate the clarification. 😂,0,0,0,0,0,0
syn_343,You're an absolute disgrace to humanity.?!,1,1,0,0,0,0
syn_344,This is not accurate according to the report...,0,0,0,0,0,0
syn_345,Thanks for sharing the update. Read the rules.!,0,0,0,0,0,0
syn_346,"Get lost, nobody cares. Enough already.",1,0,0,0,0,0
syn_347,Can you elaborate on this issue?,0,0,0,0,0,0
syn_348,Appreciate the clarification. Be respectful.,0,0,0,0,0,0
syn_349,This take is garbage.,1,0,0,0,0,0
syn_350,What a disgraceful comment. 😤,1,0,0,0,1,0
syn_351,"Interesting idea, let's test it. 😡 You're kidding.",0,0,0,0,0,0
syn_352,Thanks for sharing the update.,0,0,0,0,0,0
syn_353,I completely disagree with your point. End of story.,0,0,0,0,0,0
syn_354,I think we should consider other perspectives.,0,0,0,0,0,0
syn_355,I can't stand those engineers.!!!,1,0,0,0,0,1
syn_356,Can you elaborate on this issue? Period.!!!,0,0,0,0,0,0
syn_357,Please provide a reference. 🤬 Got it?,0,0,0,0,0,0
syn_358,You're clueless and incompetent. This again?!!!,1,0,0,0,1,0
syn_359,Appreciate the clarification. 🙄 Enough already.,0,0,0,0,0,0
syn_360,Thanks for sharing the update.!!,0,0,0,0,0,0
syn_361,I think we should consider other perspectives.!!,0,0,0,0,0,0
syn_362,We need to follow community guidelines.,0,0,0,0,0,0
syn_363,I completely disagree with your point.,0,0,0,0,0,0
syn_364,Can you elaborate on this issue? 😡...,0,0,0,0,0,0
syn_365,Shut up 4lr34dy. 😤..,1,0,0,0,0,0
syn_366,That's a strong claim without evidence.,0,0,0,0,0,0
syn_367,Wh4t 4 p4th3t1c c0mm3nt.,1,0,0,0,0,0
syn_368,We need to follow community guidelines.— seriously.!!,0,0,0,0,0,0
syn_369,Thanks for sharing the update. Be respectful.,0,0,0,0,0,0
syn_370,Please provide a reference.?!,0,0,0,0,0,0
syn_371,This is idiotic. Enough already...,1,0,0,0,0,0
syn_372,"Interesting idea, let's test it. 🙂!!!",0,0,0,0,0,0
syn_373,Y0u d0n't d353rv3 t0 b3 h3r3.!,1,1,0,0,0,0
syn_374,Appreciate the clarification. 😤.,0,0,0,0,0,0
syn_375,I think we should consider other perspectives.?!,0,0,0,0,0,0
syn_376,Your logic is laughable. 🙂!,1,0,0,0,0,0
syn_377,You're clueless and incompetent. Typical students behavior. Keep talking and you'll regret it. Be respectful..,1,0,0,1,1,1
syn_378,What a disgraceful comment..,0,0,0,0,1,0
syn_379,"Interesting idea, let's test it.",0,0,0,0,0,0
syn_380,Such a crybaby. You're kidding.,1,0,0,0,1,0
syn_381,This is not accurate according to the report. 😡,0,0,0,0,0,0
syn_382,Appreciate the clarification. 😡,0,0,0,0,0,0
syn_383,Only a fool would think that....,0,0,0,0,1,0
syn_384,We need to follow community guidelines. Period.?!,0,0,0,0,0,0
syn_385,You're a **** idiot. 😤 Enough already.,1,0,1,0,0,0
syn_386,"Interesting idea, let's test it. Period.!",0,0,0,0,0,0
syn_387,Appreciate the clarification. Got it?,0,0,0,0,0,0
syn_388,You are so dumb and clueless.,1,0,0,0,0,0
syn_389,Thanks for sharing the update. Got it?,0,0,0,0,0,0
syn_390,Can you elaborate on this issue?,0,0,0,0,0,0
syn_391,This is not accurate according to the report.,0,0,0,0,0,0
syn_392,"Interesting idea, let's test it. Enough already.",0,0,0,0,0,0
syn_393,W3 n33d t0 f0ll0w c0mmun1ty gu1d3l1n35. 🤬 Got it?!!!,0,0,0,0,0,0
syn_394,"Ugh, just go away. 🤬 You're kidding...",1,0,0,0,0,0
syn_395,Thanks for sharing the update. End of story.,0,0,0,0,0,0
syn_396,What a disgraceful comment....,1,0,0,0,1,0
syn_397,You sound completely uneducated.— seriously.,1,0,0,0,1,0
syn_398,Such a crybaby. 🙄,0,0,0,0,1,0
syn_399,Please provide a reference. Enough already.!,0,0,0,0,0,0
syn_400,"Interesting idea, let's test it.!!!",0,0,0,0,0,0
syn_401,This take is garbage.,1,0,0,0,0,0
syn_402,You are so dumb and clueless.!!!,1,0,0,0,0,0
syn_403,This is not accurate according to the report.,0,0,0,0,0,0
syn_404,Th15 15 **** r1d1cul0u5.,1,0,1,0,0,0
syn_405,Appreciate the clarification. 🤬,0,0,0,0,0,0
syn_406,This is idiotic....,1,0,0,0,0,0
syn_407,I think we should consider other perspectives...,0,0,0,0,0,0
syn_408,Appreciate the clarification.!!,0,0,0,0,0,0
syn_409,This is not accurate according to the report. Period....,0,0,0,0,0,0
syn_410,We need to follow community guidelines.,0,0,0,0,0,0
syn_411,You're the worst on this thread.,1,0,0,0,0,0
syn_412,Those immigrants never learn.!,0,0,0,0,0,1
syn_413,"Interesting idea, let's test it.!!",0,0,0,0,0,0
syn_414,Wh4t th3 **** 4r3 y0u 54y1ng?,1,0,1,0,0,0
syn_415,Can you elaborate on this issue?,0,0,0,0,0,0
syn_416,I completely disagree with your point. 🙄,0,0,0,0,0,0
syn_417,I think we should consider other perspectives. You're kidding.,0,0,0,0,0,0
syn_418,What a pathetic comment.,1,0,0,0,0,0
syn_419,This is **** ridiculous.,0,0,1,0,0,0
syn_420,Can you elaborate on this issue?..,0,0,0,0,0,0
syn_421,This is not accurate according to the report.?!,0,0,0,0,0,0
syn_422,I can't stand those teachers.,0,0,0,0,0,1
